ts,cpu_percent,rss_mb,power_w,energy_j_total
1760099123.08274,1.00,404.14,0.000,0.000000
1760099124.082833,0.00,404.14,0.020,0.020354
1760099125.0830002,0.00,404.14,0.016,0.036741
1760099126.0829582,1.00,404.14,0.014,0.050687
1760099127.0829473,0.00,404.14,0.037,0.087642
1760099128.082987,0.00,404.14,0.045,0.132485
1760099129.082749,0.00,404.14,0.023,0.155372
1760099130.0827472,0.00,404.14,0.024,0.179129
1760099131.082739,1.00,404.14,0.032,0.211476
1760099132.0830183,0.00,404.14,0.020,0.231769
1760099133.0829961,0.00,404.14,0.010,0.241916
1760099134.0827475,0.00,404.14,0.015,0.256853
1760099135.0829883,0.00,404.14,0.067,0.323668
1760099136.082979,0.00,404.14,0.019,0.342390
1760099137.082983,1.00,404.14,0.017,0.359128
1760099138.0829797,1.00,404.14,0.025,0.383800
1760099139.0827665,0.00,404.14,0.010,0.393763
1760099140.083123,0.00,404.14,0.018,0.411356
1760099141.082964,0.00,404.14,0.039,0.449867
1760099142.082976,1.00,404.14,0.009,0.459037
1760099143.0829482,0.00,404.14,0.037,0.495824
1760099144.0829983,0.00,404.14,0.045,0.540835
1760099145.0827487,0.00,404.14,0.027,0.567506
1760099146.0829594,0.00,404.14,0.038,0.605972
1760099147.0827653,1.00,404.14,0.048,0.654416
1760099148.0830133,1.00,404.14,0.018,0.672390
1760099149.0830133,0.00,404.14,0.013,0.685771
1760099150.082956,0.00,404.14,0.029,0.715051
1760099151.08296,0.00,404.14,0.024,0.739189
1760099152.0827026,0.00,404.14,0.024,0.763373
1760099153.0829809,1.00,404.14,0.044,0.806904
1760099154.0829494,0.00,404.14,0.034,0.841143
1760099155.082952,0.00,404.14,0.030,0.870866
1760099156.0827541,0.00,404.14,0.025,0.895462
1760099157.082758,0.00,404.14,0.027,0.922377
1760099158.0827577,0.00,404.14,0.039,0.961819
1760099159.082953,1.00,404.14,0.030,0.991404
1760099160.0829852,0.00,404.14,0.027,1.018151
1760099161.0829873,1.00,404.14,0.020,1.038246
1760099162.0830433,0.00,404.14,0.022,1.060462
1760099163.0830038,0.00,404.14,0.019,1.079580
1760099164.0829575,0.00,404.14,0.037,1.116764
1760099165.082987,1.00,404.14,0.032,1.149156
1760099166.0827682,0.00,404.14,0.025,1.174576
1760099167.0829895,0.00,404.14,0.013,1.187896
1760099168.08298,0.00,404.14,0.098,1.285914
1760099169.082979,0.00,404.14,0.023,1.309198
1760099170.0829797,0.00,404.14,0.042,1.351065
1760099171.0829878,1.00,404.14,0.022,1.373144
1760099172.0827522,1.00,404.14,0.016,1.389317
1760099173.0829852,0.00,404.14,0.028,1.417102
1760099174.0829885,0.00,404.14,0.007,1.424136
1760099175.0829978,0.00,404.14,0.036,1.459840
1760099176.0831206,0.00,404.14,0.106,1.565623
1760099177.083103,0.00,404.14,0.054,1.619942
1760099178.0831015,1.00,404.14,0.015,1.634742
1760099179.0829608,0.00,404.14,0.014,1.648780
1760099180.0829144,1.00,404.14,0.011,1.659704
1760099181.0827677,0.00,404.14,0.009,1.668432
1760099182.0829787,0.00,404.14,0.019,1.687535
1760099183.0829613,1.00,404.14,0.016,1.703647
1760099184.0829537,0.00,404.14,0.008,1.711978
1760099185.0829546,0.00,404.14,0.020,1.731615
1760099186.0829575,0.00,404.14,0.007,1.738176
1760099187.0827448,0.00,404.14,0.013,1.751298
1760099188.0827646,1.00,404.14,0.021,1.771851
1760099189.0830295,1.00,404.14,0.015,1.787215
1760099190.0829303,0.00,404.14,0.010,1.797591
1760099191.082976,0.00,404.14,0.020,1.817686
1760099192.0831177,0.00,404.14,0.010,1.827344
1760099193.0827532,1.00,404.14,0.023,1.849941
1760099194.0830364,0.00,404.14,0.012,1.862331
1760099195.0829918,0.00,404.14,0.012,1.874339
1760099196.0829542,1.00,404.14,0.007,1.881220
1760099197.0829563,0.00,404.14,0.028,1.909524
1760099198.082953,0.00,404.14,0.013,1.922218
1760099199.0829575,1.00,404.14,0.025,1.947699
1760099200.0829558,0.00,404.14,0.026,1.973668
1760099201.082959,0.00,404.14,0.027,2.000919
1760099202.0830343,0.00,404.14,0.015,2.015963
1760099203.0829892,0.00,404.14,0.017,2.032579
1760099204.0829408,1.00,404.14,0.025,2.058014
1760099205.0829644,1.00,404.14,0.022,2.079971
1760099206.0830958,0.00,404.14,0.019,2.099058
1760099207.0831308,0.00,404.14,0.023,2.121945
1760099208.083078,1.00,404.14,0.025,2.146633
1760099209.083118,0.00,404.14,0.032,2.178217
1760099210.0830028,0.00,404.14,0.036,2.214317
1760099211.0829518,0.00,404.14,0.031,2.245413
1760099212.0829813,1.00,404.14,0.036,2.281742
1760099213.0829878,0.00,404.14,0.032,2.313494
1760099214.0829794,0.00,404.14,0.037,2.350068
1760099215.0829675,0.00,404.14,0.048,2.397947
1760099216.0827127,0.00,404.14,0.032,2.430416
1760099217.0827456,1.00,404.14,0.047,2.477350
1760099218.082974,0.00,404.14,0.027,2.503975
1760099219.082996,0.00,404.14,0.016,2.519660
1760099220.0829537,1.00,404.14,0.021,2.540503
1760099221.0829935,0.00,404.14,0.010,2.550619
1760099222.0829492,0.00,404.14,0.044,2.594882
1760099223.0830882,0.00,404.14,0.036,2.630723
1760099224.0830362,1.00,404.14,0.220,2.850561
1760099225.082991,0.00,404.14,0.042,2.892123
1760099226.083002,0.00,404.14,0.023,2.915392
1760099227.0829566,0.00,404.14,0.025,2.940018
1760099228.0827734,1.00,404.14,0.033,2.973449
1760099229.082985,1.00,404.14,0.017,2.990644
1760099230.0829844,0.00,404.14,0.036,3.026165
1760099231.0829842,0.00,404.14,0.026,3.052210
1760099232.0829763,0.00,404.14,0.019,3.071573
1760099233.0827427,1.00,404.14,0.035,3.106086
1760099234.0827622,0.00,404.14,0.039,3.145055
1760099235.0827522,1.00,404.14,0.179,3.323910
1760099236.0827665,0.00,404.14,0.024,3.348383
1760099237.083126,0.00,404.14,0.044,3.392876
1760099238.083113,0.00,404.14,0.033,3.425940
1760099239.0829952,1.00,404.14,0.044,3.469974
1760099240.0829866,0.00,404.14,0.034,3.504244
1760099241.082714,1.00,404.14,0.021,3.525285
1760099242.0830016,0.00,404.14,0.027,3.552520
1760099243.0829482,0.00,404.14,0.045,3.597806
1760099244.0829847,0.00,404.14,0.027,3.625255
1760099245.0829906,1.00,404.14,0.025,3.650141
1760099246.0827641,0.00,404.14,0.024,3.674050
1760099247.0829806,0.00,404.14,0.026,3.699974
1760099248.0827274,0.00,404.14,0.146,3.845443
1760099249.0826955,0.00,404.14,0.587,4.432876
1760099250.0827239,1.00,404.14,0.312,4.744460
1760099251.0827243,1.00,404.14,0.316,5.060087
1760099252.082732,0.00,404.14,0.187,5.246616
1760099253.0826983,0.00,404.14,0.614,5.860766
1760099254.0826993,0.00,404.14,0.515,6.376120
1760099255.0826986,0.00,404.14,0.537,6.913278
1760099256.0827177,0.00,404.14,0.320,7.233558
1760099257.0827377,0.00,404.14,0.385,7.618243
1760099258.0829923,0.00,404.14,0.046,7.663971
1760099259.0829868,0.00,404.14,0.036,7.699690
1760099260.08299,0.00,404.14,0.041,7.740628
1760099261.08296,1.00,404.14,0.025,7.765620
1760099262.0829976,1.00,404.14,0.030,7.795205
1760099263.082961,0.00,404.14,0.028,7.823128
1760099264.0827367,0.00,404.14,0.026,7.849524
1760099265.0827286,0.00,404.14,0.061,7.910739
1760099266.0827267,1.00,404.14,0.042,7.952699
1760099267.0827334,0.00,404.14,0.036,7.988921
1760099268.082703,0.00,404.14,0.470,8.459005
1760099269.0827074,1.00,404.14,0.106,8.565460
1760099270.0827463,0.00,404.14,0.134,8.699257
1760099271.0829978,0.00,404.14,0.362,9.061375
1760099272.0827832,0.00,404.14,1.253,10.314530
1760099273.0827737,0.00,404.14,0.081,10.395947
1760099274.082744,0.00,404.14,0.051,10.446954
1760099275.082717,1.00,404.14,0.038,10.484916
1760099276.0827034,0.00,404.14,0.783,11.268201
1760099277.0827332,0.00,404.14,0.313,11.581692
1760099278.082957,0.00,404.14,0.771,12.352434
1760099279.0827482,0.00,404.14,0.176,12.528435
1760099280.0830147,0.00,404.14,0.034,12.562491
1760099281.0827012,1.00,404.14,0.511,13.073329
1760099282.0827386,0.00,404.14,0.361,13.434181
1760099283.0827065,0.00,404.14,0.166,13.600630
1760099284.0829885,0.00,404.14,0.074,13.674754
1760099285.0827346,0.00,404.14,0.166,13.840959
1760099286.0827029,0.00,404.14,0.259,14.099857
1760099287.0827122,1.00,404.14,0.150,14.249568
1760099288.0829818,0.00,404.14,0.135,14.384373
1760099289.0827057,0.00,404.14,0.186,14.570703
1760099290.0827005,0.00,404.14,0.176,14.746216
1760099291.082701,1.00,404.14,0.150,14.896462
1760099292.082734,0.00,404.14,0.091,14.987888
1760099293.0827012,0.00,404.14,0.115,15.102414
1760099294.0827017,0.00,404.14,0.248,15.350189
1760099295.0827427,0.00,404.14,0.462,15.812369
1760099296.0826995,1.00,404.14,0.361,16.173190
1760099297.0829465,0.00,404.14,0.149,16.322337
1760099298.0827632,0.00,404.14,0.139,16.461017
1760099299.0827029,1.00,404.14,0.475,16.936014
1760099300.082702,0.00,404.14,0.342,17.277869
1760099301.0827582,0.00,404.14,0.280,17.557915
1760099302.0827029,0.00,404.14,0.111,17.668703
1760099303.082702,0.00,404.14,0.144,17.812342
1760099304.0827637,0.00,404.14,0.425,18.237811
1760099305.0827036,0.00,404.14,0.163,18.400507
1760099306.082702,1.00,404.14,0.353,18.753272
1760099307.0830045,0.00,404.14,0.345,19.098072
1760099308.0827248,0.00,404.14,0.077,19.174652
1760099309.0826974,0.00,404.14,0.993,20.168040
1760099310.0827491,0.00,404.14,0.461,20.628938
1760099311.0827308,1.00,404.14,0.120,20.749354
1760099312.0827036,0.00,404.14,0.108,20.856984
1760099313.082996,0.00,404.14,0.402,21.258621
1760099314.0827289,0.00,404.14,0.153,21.411918
1760099315.0829463,0.00,404.14,0.494,21.906246
1760099316.0827518,0.00,404.14,0.139,22.045415
1760099317.0827034,1.00,404.14,0.235,22.280739
1760099318.0829453,1.00,404.14,0.108,22.388918
1760099319.082958,0.00,404.14,0.035,22.423432
1760099320.0831347,0.00,404.14,0.034,22.457197
1760099321.0829833,0.00,404.14,0.031,22.487820
1760099322.0829878,1.00,404.14,0.085,22.572777
1760099323.0827398,0.00,404.14,0.058,22.630574
1760099324.082725,0.00,404.14,0.059,22.689790
1760099325.0829487,1.00,404.14,0.046,22.736221
1760099326.0827615,0.00,404.14,0.027,22.763303
1760099327.0827446,1.00,404.14,0.049,22.812556
1760099328.0827591,0.00,404.14,0.048,22.860817
1760099329.0827012,0.00,404.14,0.183,23.043807
1760099330.0827487,0.00,404.14,0.031,23.075269
1760099331.0829477,1.00,404.14,0.149,23.224156
1760099332.0827563,1.00,404.14,0.055,23.279115
1760099333.0827477,0.00,404.14,0.171,23.450478
1760099334.0829587,1.00,404.14,0.128,23.578828
1760099335.0827036,0.00,404.14,0.103,23.681820
1760099336.0829556,0.00,404.14,0.088,23.770042
1760099337.0827498,0.00,404.14,0.088,23.857531
1760099338.082736,0.00,404.14,0.067,23.924102
1760099339.0829852,1.00,404.14,0.125,24.049095
1760099340.0829787,0.00,404.14,0.176,24.225172
1760099341.0829484,1.00,404.14,0.075,24.299845
1760099342.0829518,0.00,404.14,0.030,24.329766
1760099343.082726,0.00,404.14,0.157,24.486969
1760099344.0827284,0.00,404.14,0.045,24.531584
1760099345.0827358,0.00,404.14,0.038,24.570019
1760099346.0827255,1.00,404.14,0.285,24.855419
1760099347.0827286,1.00,404.14,0.133,24.988805
1760099348.0827045,0.00,404.14,0.207,25.196161
1760099349.0827284,0.00,404.14,0.062,25.258337
1760099350.082751,0.00,404.14,0.032,25.290349
1760099351.0827506,0.00,404.14,0.125,25.415632
1760099352.0827103,1.00,404.14,0.025,25.440259
1760099353.082961,0.00,404.14,0.133,25.573293
1760099354.0827305,0.00,404.14,0.026,25.598911
1760099355.0827465,0.00,404.14,0.438,26.037167
1760099356.0827246,1.00,404.14,0.083,26.119697
1760099357.0829577,0.00,404.14,0.077,26.196308
1760099358.0827267,0.00,404.14,0.047,26.243592
1760099359.0827339,0.00,404.14,0.135,26.378458
1760099360.0827281,1.00,404.14,0.087,26.465199
1760099361.0827453,0.00,404.14,0.138,26.603605
1760099362.0827105,1.00,404.14,0.021,26.624203
1760099363.082703,0.00,404.14,0.153,26.776783
1760099364.0827148,0.00,404.14,0.061,26.837815
1760099365.0827317,0.00,404.14,0.081,26.918545
1760099366.082726,1.00,404.14,0.083,27.001793
1760099367.0827007,0.00,404.14,0.111,27.112490
1760099368.0827003,0.00,404.14,0.133,27.245326
1760099369.082723,0.00,404.14,0.047,27.292626
1760099370.0826974,0.00,404.14,0.281,27.573480
1760099371.0829847,1.00,404.14,0.150,27.723649
1760099372.082962,0.00,404.14,0.103,27.826228
1760099373.0829537,0.00,404.14,0.103,27.928976
1760099374.0827038,0.00,404.14,0.142,28.071333
1760099375.082726,1.00,404.14,0.251,28.322022
1760099376.0828912,1.00,404.14,0.220,28.542271
1760099377.0829504,0.00,404.14,0.145,28.687329
1760099378.082975,0.00,404.14,0.034,28.720957
1760099379.0829592,0.00,404.14,0.023,28.743570
1760099380.0827591,0.00,404.14,0.011,28.754098
1760099381.0827034,1.00,404.14,0.139,28.892839
1760099382.0827088,0.00,404.14,0.060,28.952726
1760099383.082734,0.00,404.14,0.215,29.167620
1760099384.0827029,1.00,404.14,0.062,29.229598
1760099385.0827017,0.00,404.14,0.225,29.454394
1760099386.0827246,0.00,404.14,0.255,29.709096
1760099387.08295,0.00,404.14,0.122,29.830641
1760099388.082704,1.00,404.14,0.052,29.882473
1760099389.0827582,0.00,404.14,0.084,29.966209
1760099390.0827386,1.00,404.14,0.027,29.993368
1760099391.0829372,0.00,404.14,0.007,30.000722
1760099392.0826988,1.00,404.14,0.248,30.248802
1760099393.082939,0.00,404.14,0.343,30.591970
1760099394.0827582,10.00,404.14,0.235,30.827324
1760099395.0827785,1.00,404.14,0.017,30.844383
1760099396.082715,12.00,405.39,0.019,30.863516
1760099397.0829523,11.00,420.51,0.045,30.908375
1760099398.0829551,1.00,420.51,0.077,30.985596
1760099399.082773,0.00,420.51,0.014,30.999206
1760099400.0827215,0.00,420.51,0.037,31.036237
1760099401.08298,1.00,420.51,0.032,31.068477
1760099402.0830112,1.00,403.72,0.050,31.118889
1760099403.0827055,0.00,403.72,0.184,31.303206
1760099404.082736,0.00,403.72,0.143,31.445884
1760099405.0827448,1.00,403.72,0.011,31.457358
1760099406.0829506,1.00,403.72,0.124,31.581207
1760099407.0827165,0.00,403.72,0.116,31.697183
1760099408.0827277,0.00,403.72,0.036,31.733619
1760099409.082713,0.00,403.72,0.045,31.778752
1760099410.082726,1.00,403.72,0.030,31.808582
1760099411.0827103,0.00,403.72,0.049,31.857895
1760099412.082977,0.00,403.72,0.068,31.925916
1760099413.0827081,1.00,403.72,0.193,32.118792
1760099414.082951,0.00,403.72,0.069,32.188201
1760099415.0829616,0.00,403.72,0.244,32.432084
1760099416.082945,1.00,403.72,0.012,32.444062
1760099417.082726,1.00,403.72,0.148,32.592522
1760099418.0829468,0.00,403.72,0.038,32.630789
1760099419.0827067,0.00,403.72,0.129,32.760254
1760099420.082743,1.00,403.72,0.019,32.779631
1760099421.082739,0.00,403.72,0.166,32.945379
1760099422.0827045,1.00,403.72,0.560,33.505546
1760099423.0827138,0.00,403.72,0.059,33.564411
1760099424.0827017,0.00,403.72,0.165,33.729548
1760099425.0827053,0.00,403.72,0.120,33.849309
1760099426.0827274,1.00,403.72,0.104,33.953124
1760099427.0827427,0.00,403.72,0.103,34.056588
1760099428.0827296,1.00,403.72,0.023,34.079979
1760099429.0829492,0.00,403.72,0.020,34.100181
1760099430.082987,0.00,403.72,0.028,34.127965
1760099431.0829906,0.00,403.72,0.021,34.148609
1760099432.0829518,1.00,403.72,0.025,34.173648
1760099433.0829647,1.00,403.72,0.018,34.191729
1760099434.0830245,0.00,403.72,0.077,34.268415
1760099435.0829492,0.00,403.72,0.016,34.284665
1760099436.0831723,1.00,403.72,0.024,34.308788
1760099437.082999,0.00,403.72,0.017,34.326243
1760099438.0827482,2.00,403.72,0.018,34.344537
1760099439.082978,0.00,403.72,0.053,34.397391
1760099440.0827487,1.00,403.72,0.051,34.448719
1760099441.0827513,0.00,403.72,0.055,34.503755
1760099442.082726,0.00,403.72,0.022,34.525894
1760099443.0827239,0.00,403.72,0.173,34.699164
1760099444.0827246,0.00,403.72,0.127,34.826400
1760099445.082702,0.00,403.72,0.568,35.394410
1760099446.0827382,1.00,403.72,0.219,35.613194
1760099447.0829885,0.00,403.72,0.101,35.714141
1760099448.0827658,1.00,403.72,0.253,35.967485
1760099449.0827615,0.00,403.72,0.057,36.024977
1760099450.0827045,0.00,403.72,0.207,36.232395
1760099451.0831177,1.00,403.72,0.075,36.307494
1760099452.0827045,1.00,403.72,0.587,36.893768
1760099453.0827267,0.00,403.72,0.564,37.457902
1760099454.0827308,1.00,403.72,0.188,37.645819
1760099455.0827026,0.00,403.72,1.068,38.713696
1760099456.0827246,0.00,403.72,0.196,38.909670
1760099457.082703,0.00,403.72,0.190,39.099312
1760099458.0827072,1.00,403.72,0.598,39.697212
1760099459.0827346,1.00,403.72,0.142,39.838791
1760099460.082727,0.00,403.72,0.193,40.031514
1760099461.082702,0.00,403.72,0.099,40.130890
1760099462.0827007,0.00,403.72,0.061,40.191495
1760099463.0828063,1.00,403.72,0.084,40.275551
1760099464.0829785,0.00,403.72,0.410,40.685335
1760099465.082763,0.00,403.72,0.043,40.728088
1760099466.0827281,0.00,403.72,0.132,40.860146
1760099467.0827715,1.00,403.72,0.069,40.928654
1760099468.0827262,0.00,403.72,0.105,41.033217
1760099469.0831645,1.00,403.72,0.189,41.222539
1760099470.0827029,1.00,403.72,0.123,41.345442
1760099471.083288,0.00,403.72,0.077,41.422785
1760099472.083117,0.00,403.72,0.012,41.435083
1760099473.0830884,1.00,403.72,0.027,41.461677
1760099474.0827637,0.00,403.72,0.080,41.541629
1760099475.0830438,1.00,403.72,0.080,41.621825
1760099476.082947,2.00,403.72,0.051,41.672451
1760099477.083028,0.00,403.72,0.037,41.709772
1760099478.0829408,0.00,403.72,0.029,41.738381
1760099479.0831566,1.00,403.72,0.075,41.813344
1760099480.082703,2.00,403.72,0.043,41.856112
1760099481.0827007,0.00,403.72,0.182,42.037667
1760099482.082702,1.00,403.72,0.133,42.170579
1760099483.082741,0.00,403.72,0.234,42.404378
1760099484.0827146,1.00,403.72,0.730,43.134488
1760099485.0827417,1.00,403.72,0.242,43.376602
1760099486.082734,0.00,403.72,0.035,43.411924
1760099487.082725,1.00,403.72,0.050,43.461559
1760099488.082797,0.00,403.72,0.123,43.584294
1760099489.0828013,0.00,403.72,0.036,43.620166
1760099490.082795,1.00,403.72,0.046,43.665802
1760099491.0827587,1.00,403.72,0.039,43.705061
1760099492.0827868,2.00,403.72,0.171,43.876027
1760099493.0831199,1.00,403.72,0.021,43.896656
1760099494.0827897,2.00,403.72,0.027,43.923693
1760099495.08271,1.00,403.72,0.121,44.044964
1760099496.083029,0.00,403.72,0.130,44.175282
1760099497.0827503,0.00,403.72,0.060,44.235704
1760099498.082865,0.00,403.72,0.040,44.275863
1760099499.0827508,1.00,403.72,0.044,44.319897
1760099500.0827339,0.00,403.72,0.036,44.355998
1760099501.082748,1.00,403.72,0.007,44.362635
1760099502.0827608,1.00,403.72,0.088,44.450597
1760099503.0829263,0.00,403.72,0.028,44.478962
1760099504.083114,2.00,403.72,0.109,44.587538
1760099505.0827286,1.00,403.72,0.074,44.661539
