sim_second,sim_minute,phase,phase_progress,target_rps,sent_total,sent_cpu,sent_file,succ,err,avg_latency_ms,bytes,wall_time
0,0.0,Night,0.0,0.0,0,0,0,0,0,0.0,0,2025-10-10 14:25:22.511226
1,0.016666666666666666,Night,0.002777777777777778,0.002777777777777778,0,0,0,0,0,0.0,0,2025-10-10 14:25:23.511226
2,0.03333333333333333,Night,0.005555555555555556,0.005555555555555556,0,0,0,0,0,0.0,0,2025-10-10 14:25:24.511226
3,0.05,Night,0.008333333333333333,0.008333333333333333,0,0,0,0,0,0.0,0,2025-10-10 14:25:25.511226
4,0.06666666666666667,Night,0.011111111111111112,0.011111111111111112,0,0,0,0,0,0.0,0,2025-10-10 14:25:26.511226
5,0.08333333333333333,Night,0.013888888888888888,0.013888888888888888,0,0,0,0,0,0.0,0,2025-10-10 14:25:27.511226
6,0.1,Night,0.016666666666666666,0.016666666666666666,0,0,0,0,0,0.0,0,2025-10-10 14:25:28.511226
7,0.11666666666666667,Night,0.019444444444444445,0.019444444444444445,0,0,0,0,0,0.0,0,2025-10-10 14:25:29.511226
8,0.13333333333333333,Night,0.022222222222222223,0.022222222222222223,0,0,0,0,0,0.0,0,2025-10-10 14:25:30.511226
9,0.15,Night,0.024999999999999998,0.024999999999999998,0,0,0,0,0,0.0,0,2025-10-10 14:25:31.511226
10,0.16666666666666666,Night,0.027777777777777776,0.027777777777777776,0,0,0,0,0,0.0,0,2025-10-10 14:25:32.511226
11,0.18333333333333332,Night,0.030555555555555555,0.030555555555555555,0,0,0,0,0,0.0,0,2025-10-10 14:25:33.511226
12,0.2,Night,0.03333333333333333,0.03333333333333333,0,0,0,0,0,0.0,0,2025-10-10 14:25:34.511226
13,0.21666666666666667,Night,0.036111111111111115,0.036111111111111115,0,0,0,0,0,0.0,0,2025-10-10 14:25:35.511226
14,0.23333333333333334,Night,0.03888888888888889,0.03888888888888889,0,0,0,0,0,0.0,0,2025-10-10 14:25:36.511226
15,0.25,Night,0.041666666666666664,0.041666666666666664,0,0,0,0,0,0.0,0,2025-10-10 14:25:37.511226
16,0.26666666666666666,Night,0.044444444444444446,0.044444444444444446,0,0,0,0,0,0.0,0,2025-10-10 14:25:38.511226
17,0.2833333333333333,Night,0.04722222222222222,0.04722222222222222,0,0,0,0,0,0.0,0,2025-10-10 14:25:39.511226
18,0.3,Night,0.049999999999999996,0.049999999999999996,0,0,0,0,0,0.0,0,2025-10-10 14:25:40.511226
