ts,cpu_percent,rss_mb,power_w,energy_j_total
1760104442.8661058,0.00,417.53,0.000,0.000000
1760104443.8660307,0.00,417.53,0.175,0.174567
1760104444.8661282,0.00,417.53,0.055,0.229404
1760104445.8660975,0.00,417.53,0.088,0.317825
1760104446.865788,2.00,417.53,0.125,0.443215
1760104447.866241,2.00,417.53,0.062,0.505101
1760104448.8660924,4.00,417.53,0.051,0.555956
1760104449.866127,2.00,417.53,0.048,0.604446
1760104450.8660903,4.00,417.53,0.049,0.653089
1760104451.8664517,34.00,417.66,0.308,0.960919
1760104452.8660984,25.00,417.78,0.429,1.389974
1760104453.8658164,4.00,417.78,0.080,1.469651
1760104454.8657796,0.00,417.78,0.158,1.627922
1760104455.8657713,0.00,417.78,0.518,2.146282
