ts,cpu_percent,rss_mb,power_w,energy_j_total
1760104510.0528018,0.00,417.78,0.000,0.000000
1760104511.0525157,0.00,417.78,0.146,0.145653
1760104512.0527406,0.00,417.59,0.188,0.333677
1760104513.0527422,1.00,417.59,0.069,0.402354
1760104514.052841,0.00,417.41,0.029,0.431405
1760104515.0524812,0.00,417.41,0.070,0.501546
1760104516.0525243,0.00,417.41,0.061,0.562227
1760104517.0524967,1.00,417.41,0.063,0.625670
1760104518.052737,1.00,417.41,0.159,0.785146
1760104519.052739,0.00,417.41,0.040,0.824985
1760104520.052777,0.00,417.41,0.029,0.854387
1760104521.052733,0.00,417.41,0.020,0.874695
1760104522.052741,0.00,417.41,0.037,0.911315
1760104523.0528724,0.00,417.41,0.051,0.962749
1760104524.0527394,1.00,417.41,0.027,0.989588
1760104525.0525286,0.00,417.41,0.037,1.026421
1760104526.0527213,0.00,417.41,0.025,1.051597
1760104527.052732,0.00,417.41,0.028,1.079961
1760104528.0525355,0.00,417.41,0.023,1.102696
1760104529.0527291,1.00,417.41,0.029,1.131961
1760104530.0527797,1.00,417.41,0.036,1.167939
1760104531.052742,0.00,417.41,0.027,1.194534
1760104532.0525243,0.00,417.41,0.036,1.230237
1760104533.0525677,0.00,417.41,0.027,1.256802
1760104534.052736,1.00,417.41,0.029,1.286204
1760104535.0527396,0.00,417.41,0.035,1.321556
1760104536.0527444,0.00,417.41,0.029,1.350180
1760104537.0524962,1.00,417.41,0.038,1.388203
1760104538.0525446,0.00,417.41,0.029,1.416995
1760104539.0527434,0.00,417.41,0.036,1.453325
1760104540.0527532,2.00,417.41,0.024,1.477341
1760104541.0525367,0.00,417.41,0.039,1.516157
1760104542.0528185,0.00,417.41,0.029,1.544949
1760104543.0525067,0.00,417.41,0.065,1.609948
1760104544.052657,0.00,417.41,0.055,1.665167
1760104545.0528588,1.00,417.41,0.033,1.697742
1760104546.052516,1.00,417.41,0.031,1.728716
1760104547.052734,1.00,417.41,0.033,1.761506
1760104548.0526433,1.00,417.41,0.019,1.780136
1760104549.052716,1.00,417.41,0.061,1.840801
1760104550.0527368,1.00,417.41,0.044,1.885202
1760104551.0527399,1.00,417.41,0.040,1.925163
1760104552.052522,1.00,417.41,0.049,1.974492
1760104553.0528417,1.00,417.41,0.063,2.037736
1760104554.052821,0.00,417.41,0.050,2.087676
1760104555.0528753,1.00,417.41,0.051,2.138516
1760104556.052778,1.00,417.41,0.051,2.189096
1760104557.052727,1.00,417.41,0.039,2.228172
1760104558.0527387,2.00,417.41,0.053,2.281468
1760104559.05277,1.00,417.41,0.031,2.312487
1760104560.0525358,1.00,417.41,0.020,2.332292
1760104561.0529714,2.00,417.41,0.035,2.367752
1760104562.0527472,2.00,417.41,0.044,2.411893
1760104563.0527258,1.00,417.41,0.050,2.462031
1760104564.0525107,2.00,417.41,0.020,2.481546
1760104565.052531,1.00,417.41,0.050,2.531714
1760104566.0527244,1.00,417.41,0.026,2.558126
1760104567.052886,2.00,417.41,0.027,2.585270
1760104568.0528247,3.00,417.41,0.044,2.628770
1760104569.0528748,1.00,417.41,0.043,2.671401
1760104570.0528235,2.00,417.41,0.028,2.699812
1760104571.0528803,2.00,417.41,0.036,2.736232
1760104572.052765,1.00,417.41,0.027,2.762812
1760104573.0527744,13.00,417.54,0.297,3.059992
1760104574.0524828,7.00,417.54,0.061,3.121085
1760104575.0524874,9.00,417.54,1.056,4.176694
1760104576.0525103,12.00,417.79,0.285,4.461989
1760104577.0528262,13.00,417.91,0.616,5.078015
