ts,cpu_percent,rss_mb,power_w,energy_j_total
1760104030.0610878,1.00,417.21,0.000,0.000000
1760104031.061075,0.00,417.21,0.141,0.141487
1760104032.0613678,0.00,417.21,0.043,0.184042
1760104033.061104,0.00,417.21,0.018,0.202123
1760104034.0610924,0.00,417.21,0.043,0.245135
1760104035.0611038,1.00,417.21,0.029,0.273912
1760104036.0610847,0.00,417.21,0.014,0.287751
1760104037.0612938,0.00,417.21,0.011,0.298813
1760104038.0613093,0.00,417.21,0.024,0.322615
1760104039.061323,0.00,417.21,0.025,0.348096
1760104040.061024,0.00,417.21,0.232,0.579606
1760104041.061029,1.00,417.21,0.787,1.366873
1760104042.0610237,0.00,417.21,0.857,2.223518
1760104043.061399,0.00,417.21,0.207,2.430416
1760104044.0610204,0.00,417.21,0.989,3.418891
1760104045.0614007,0.00,417.21,0.055,3.473713
1760104046.0610325,1.00,417.21,0.193,3.667138
1760104047.06147,1.00,417.21,0.064,3.731268
1760104048.0613034,1.00,417.21,0.035,3.766651
1760104049.0612726,0.00,417.21,0.046,3.813142
1760104050.061079,1.00,417.21,0.040,3.853072
1760104051.0611026,2.00,417.21,0.252,4.104875
1760104052.0613067,1.00,417.21,0.042,4.146743
1760104053.0612798,2.00,417.21,0.033,4.179380
1760104054.061107,2.00,417.21,0.037,4.216533
1760104055.0610757,2.00,417.21,0.053,4.269265
1760104056.061236,1.00,417.21,0.047,4.315832
1760104057.061313,8.00,417.21,0.130,4.446044
1760104058.0610304,10.00,417.33,0.055,4.501095
1760104059.0610783,20.00,417.46,0.445,4.946171
1760104060.0610237,11.00,417.46,1.847,6.792770
1760104061.0610218,22.00,417.71,2.631,9.424104
1760104062.061026,1.00,417.71,2.376,11.800156
1760104063.0610201,20.00,417.71,1.605,13.405221
1760104064.0610254,29.00,417.71,1.530,14.934912
1760104065.0610218,0.00,417.71,2.224,17.159162
1760104066.061021,1.00,417.71,0.665,17.824625
1760104067.0611012,9.00,417.71,0.155,17.979646
1760104068.0610602,5.00,417.71,1.645,19.624672
1760104069.0610619,1.00,417.71,0.385,20.009189
1760104070.0610225,1.00,417.71,1.365,21.373666
