ts,cpu_percent,rss_mb,power_w,energy_j_total
1760104081.4247105,0.00,417.71,0.000,0.000000
1760104082.42474,0.00,417.71,0.156,0.155830
1760104083.4246197,0.00,417.71,0.058,0.213765
1760104084.424618,1.00,417.71,0.067,0.280824
1760104085.4244099,1.00,417.71,0.027,0.307815
1760104086.424417,1.00,417.71,0.014,0.322219
1760104087.4246283,4.00,417.71,0.051,0.373684
1760104088.424629,2.00,417.71,0.023,0.396571
1760104089.4246619,5.00,417.71,0.028,0.424097
1760104090.4246266,34.00,417.71,0.112,0.535861
1760104091.4246163,26.00,417.71,0.058,0.594132
1760104092.4244163,9.00,417.71,0.043,0.637388
1760104093.4243824,0.00,417.71,0.036,0.673626
1760104094.4243784,0.00,417.71,0.460,1.133685
