ts,cpu_percent,rss_mb,power_w,energy_j_total
1760101408.3955615,1.00,415.08,0.000,0.000000
1760101409.3955588,0.00,415.08,0.017,0.016967
1760101410.395533,0.00,415.08,0.022,0.039000
1760101411.3955503,1.00,415.08,0.021,0.060224
1760101412.395682,0.00,415.08,0.023,0.082943
1760101413.3955486,1.00,415.08,0.036,0.118479
1760101414.395561,0.00,415.08,0.025,0.143471
1760101415.39555,0.00,415.08,0.023,0.166450
1760101416.3956406,0.00,415.08,0.062,0.228245
1760101417.3956175,1.00,415.08,0.033,0.261431
1760101418.3956323,0.00,415.08,0.032,0.293152
1760101419.3956456,0.00,415.08,0.030,0.323043
1760101420.3955424,0.00,415.08,0.016,0.339109
