ts,cpu_percent,rss_mb,power_w,energy_j_total
1760103614.2792387,0.00,415.08,0.000,0.000000
1760103615.279254,2.00,415.08,0.026,0.025954
1760103616.2792032,1.00,415.08,0.016,0.041883
1760103617.279363,1.00,415.08,0.033,0.074856
1760103618.279198,1.00,415.08,0.020,0.094630
1760103619.2792358,1.00,415.08,0.009,0.103419
1760103620.279231,2.00,415.08,0.018,0.121072
1760103621.2792392,2.00,415.08,0.008,0.129037
1760103622.279204,2.00,415.08,0.022,0.150779
1760103623.2790914,8.00,415.21,0.022,0.173026
1760103624.2793465,9.00,415.21,0.153,0.325636
1760103625.279354,19.00,415.46,0.129,0.454978
1760103626.2792578,9.00,415.46,0.236,0.691370
1760103627.2792997,20.00,415.58,0.359,1.050254
1760103628.279223,20.00,415.58,0.604,1.654699
1760103629.2792022,26.00,415.58,0.416,2.071014
1760103630.2792416,1.00,415.58,0.036,2.106748
1760103631.2792845,1.00,415.58,0.064,2.170694
1760103632.2792351,5.00,415.58,0.021,2.191827
1760103633.2790542,4.00,415.58,0.172,2.363739
1760103634.2792141,2.00,415.58,0.122,2.485803
1760103635.2792253,1.00,415.58,0.087,2.572819
1760103636.2792413,1.00,415.58,0.049,2.621919
1760103637.278968,3.00,415.58,0.053,2.674590
1760103638.2789514,4.00,415.58,0.789,3.463352
1760103639.2792203,2.00,415.71,0.589,4.052082
1760103640.2792904,4.00,415.71,0.084,4.136200
1760103641.2789936,23.00,415.71,0.497,4.633275
1760103642.2789662,23.00,415.71,0.265,4.897970
1760103643.2792308,41.00,415.71,0.905,5.803365
1760103644.2796886,24.00,415.71,0.679,6.482651
1760103645.278952,50.00,417.21,0.698,7.180369
1760103646.2789948,4.00,417.33,0.204,7.384521
1760103647.2792294,54.00,417.33,0.914,8.298750
1760103648.2790182,44.00,417.33,0.700,8.998955
1760103649.2792075,45.00,417.33,0.927,9.925695
1760103650.2792006,3.00,417.33,0.034,9.959293
1760103651.2792475,3.00,417.33,0.042,10.000810
1760103652.2789507,1.00,417.33,0.257,10.257236
1760103653.2793894,3.00,417.33,0.098,10.355604
1760103654.2789543,0.00,417.33,0.160,10.515203
1760103655.2793927,2.00,417.33,0.056,10.571093
1760103656.2792766,2.00,417.33,0.093,10.663999
1760103657.2793052,3.00,417.33,0.044,10.708461
1760103658.2793858,0.00,417.33,0.070,10.778587
1760103659.2791624,0.00,417.33,0.947,11.725803
1760103660.2790241,0.00,417.33,0.133,11.858990
1760103661.278997,1.00,417.33,0.063,11.921625
1760103662.2792082,0.00,417.33,0.064,11.985769
1760103663.278979,0.00,417.33,0.072,12.057634
1760103664.2792058,0.00,417.33,0.099,12.156903
1760103665.2791948,0.00,417.33,0.087,12.244026
1760103666.2792037,0.00,417.33,0.090,12.333697
1760103667.2792513,0.00,417.33,0.076,12.409484
1760103668.2789936,1.00,417.33,0.052,12.461224
1760103669.279253,0.00,417.33,0.076,12.537529
1760103670.2790358,1.00,417.33,0.095,12.632220
1760103671.2792466,0.00,417.33,0.098,12.729764
1760103672.279245,0.00,417.33,0.056,12.785349
1760103673.2793705,0.00,417.33,0.066,12.851661
1760103674.279139,0.00,417.33,0.054,12.905155
1760103675.2792475,1.00,417.33,0.047,12.952058
1760103676.2792275,0.00,417.33,0.080,13.032453
1760103677.278953,0.00,417.33,0.349,13.381083
1760103678.2789478,0.00,417.33,1.130,14.511273
1760103679.278961,0.00,417.33,1.136,15.647170
